id,loan_status,grade,loan_amnt,term,home_ownership,annual_inc,dti,delinq_2yrs,inq_last_6mths,total_acc
35094649,Charged Off,E,10000, 36 months,RENT,25000,16.42,0,1,23
36210610,Charged Off,C,11200, 60 months,MORTGAGE,73000,10.83,3,0,21
36320166,Charged Off,A,28000, 36 months,MORTGAGE,450000,8.6300001,3,2,52
36270593,Charged Off,F,20000, 60 months,MORTGAGE,95000,15.96,0,0,16
36149399,Charged Off,D,18000, 36 months,RENT,45000,16.950001,0,2,13
36210564,Charged Off,E,26500, 60 months,MORTGAGE,53000,27.540001,0,1,22
36019533,Charged Off,E,15350, 60 months,MORTGAGE,48000,22.280001,0,1,31
36280414,Charged Off,C,10000, 36 months,RENT,45760,14.71,0,0,12
36280493,Charged Off,E,14325, 36 months,MORTGAGE,40000,11.94,0,3,30
36410611,Charged Off,B,16850, 36 months,MORTGAGE,38500,27.34,0,1,30
35054007,Charged Off,C,15000, 36 months,MORTGAGE,40144,35.700001,0,0,40
36230506,Charged Off,A,10000, 36 months,RENT,95000,16.66,0,1,33
36370519,Charged Off,C,11000, 36 months,MORTGAGE,55000,13.4,0,1,11
36400513,Charged Off,C,18400, 60 months,MORTGAGE,68000,20.860001,3,0,35
36461158,Charged Off,D,8700, 36 months,MORTGAGE,33000,33.669998,0,1,32
36360529,Charged Off,A,6000, 36 months,MORTGAGE,80000,10.83,0,0,22
36200647,Charged Off,E,25000, 60 months,MORTGAGE,91000,24.91,1,0,34
36260543,Charged Off,D,19200, 60 months,RENT,75000,31.77,2,3,41
36270532,Charged Off,C,7500, 36 months,MORTGAGE,41500,18.59,0,1,29
36078813,Charged Off,C,3600, 36 months,RENT,27000,21.6,0,0,38
36350508,Charged Off,B,35000, 36 months,OWN,216754,5.8400002,0,1,24
36350490,Charged Off,B,10000, 36 months,RENT,63500,20.030001,0,0,28
36440479,Charged Off,A,8400, 36 months,RENT,60000,4.46,0,0,13
36390533,Charged Off,F,16000, 60 months,OWN,40000,38.549999,0,0,21
36200601,Charged Off,E,2000, 36 months,MORTGAGE,64000,9.04,0,3,35
36029776,Charged Off,D,23325, 60 months,OWN,55600,27.35,0,2,32
36028889,Charged Off,C,21000, 36 months,MORTGAGE,150000,11.32,2,1,20
36118726,Charged Off,A,10400, 36 months,MORTGAGE,68000,6.79,0,0,10
36380546,Charged Off,B,3075, 36 months,RENT,85000,5.75,3,1,37
36490115,Charged Off,B,12000, 36 months,RENT,50000,18.459999,1,0,19
36200355,Charged Off,C,12000, 60 months,MORTGAGE,61000,28.16,0,1,31
36300573,Charged Off,D,35000, 36 months,MORTGAGE,90000,21.01,0,1,37
35949419,Charged Off,C,17975, 60 months,MORTGAGE,75000,20.379999,0,0,32
36088936,Charged Off,C,8000, 36 months,MORTGAGE,25000,10.86,0,1,13
36260481,Charged Off,E,27650, 36 months,MORTGAGE,95000,6.77,1,2,26
36230489,Charged Off,C,15000, 60 months,MORTGAGE,67500,30.92,0,1,60
36128968,Charged Off,B,25600, 60 months,MORTGAGE,120000,24.459999,0,0,36
36230463,Charged Off,B,20000, 60 months,MORTGAGE,60000,18.219999,1,0,21
36350429,Charged Off,A,5000, 36 months,RENT,37000,16.93,0,0,13
36179633,Charged Off,D,21600, 60 months,RENT,55000,24.469999,0,0,31
36029265,Charged Off,B,3000, 36 months,RENT,50000,24.530001,0,0,17
36220469,Charged Off,C,20000, 60 months,MORTGAGE,70000,18.67,0,0,50
36200528,Charged Off,D,16000, 60 months,RENT,55000,27.82,0,0,20
36430461,Charged Off,E,12300, 60 months,RENT,36359,5.8099999,0,0,10
36330494,Charged Off,D,15000, 60 months,RENT,72000,14.45,0,2,15
36420453,Charged Off,B,8400, 36 months,RENT,112000,15.98,0,0,38
36320568,Charged Off,D,16000, 60 months,RENT,67000,38.48,0,0,27
36270459,Charged Off,D,20000, 60 months,MORTGAGE,53300,17.209999,0,0,23
36370497,Charged Off,B,5000, 36 months,MORTGAGE,34500,13.29,1,0,37
36410322,Charged Off,D,20000, 36 months,MORTGAGE,70000,28.92,0,1,17
34974237,Charged Off,C,10000, 36 months,RENT,38000,15.92,0,0,12
36210490,Charged Off,C,15000, 36 months,RENT,50000,27.26,0,0,32
36320544,Charged Off,E,5000, 36 months,RENT,54000,35.580002,2,0,18
35958780,Charged Off,E,12550, 36 months,MORTGAGE,34500,28.559999,0,1,47
36390420,Charged Off,B,10100, 60 months,RENT,81500,39.220001,0,0,26
36340407,Charged Off,B,10000, 60 months,RENT,31824,11.35,0,0,17
36250403,Charged Off,B,35000, 36 months,RENT,106000,18.35,0,1,38
36280367,Charged Off,C,33000, 60 months,OWN,120000,12.9,0,0,43
36280372,Charged Off,C,2400, 36 months,RENT,33000,32.360001,0,1,27
36230382,Charged Off,D,6000, 36 months,RENT,26300,24.65,0,0,15
36300435,Charged Off,D,11975, 60 months,MORTGAGE,42000,17.91,0,1,25
36410402,Charged Off,D,21350, 36 months,RENT,59500,28.32,0,1,26
36360399,Charged Off,C,12000, 36 months,OWN,34000,19.34,1,1,16
36410412,Charged Off,B,25000, 36 months,MORTGAGE,78000,12.18,0,0,17
36230378,Charged Off,C,12000, 36 months,OWN,100000,17.299999,1,1,23
36109507,Charged Off,C,21525, 60 months,RENT,47000,22.190001,0,0,33
36380149,Charged Off,D,11750, 60 months,RENT,35000,11.01,0,0,26
35989685,Charged Off,C,10000, 36 months,MORTGAGE,52150,13.88,0,0,24
36410447,Charged Off,C,19200, 60 months,MORTGAGE,70000,35.799999,0,2,36
36430413,Charged Off,D,14400, 60 months,RENT,33000,32.150002,10,0,50
36039963,Charged Off,B,10000, 36 months,RENT,43000,10.61,0,0,6
36290352,Charged Off,F,35000, 60 months,MORTGAGE,75000,30.83,0,1,45
36270281,Charged Off,E,15500, 60 months,OWN,39000,35.75,0,0,26
36360329,Charged Off,C,10800, 60 months,RENT,33000,18.25,0,0,14
36290302,Charged Off,D,12950, 36 months,RENT,36000,21.469999,0,0,9
34923420,Charged Off,C,28000, 60 months,MORTGAGE,90000,18.709999,0,1,39
36210421,Charged Off,F,30000, 60 months,MORTGAGE,105000,14.05,0,5,41
36330351,Charged Off,D,10725, 36 months,RENT,49000,24.219999,0,0,12
36270297,Charged Off,E,13000, 60 months,RENT,46000,29.98,0,1,11
36420369,Charged Off,E,12000, 60 months,MORTGAGE,65000,28.530001,1,1,32
35988178,Charged Off,B,17000, 36 months,RENT,52000,12.25,1,0,30
36410359,Charged Off,A,18000, 36 months,MORTGAGE,95000,13.66,0,0,34
36179490,Charged Off,E,20975, 60 months,OWN,50000,23.690001,0,0,21
36300375,Charged Off,C,31900, 60 months,MORTGAGE,76000,19.07,0,1,38
36410274,Charged Off,C,20475, 36 months,RENT,64000,15.47,1,0,25
36300351,Charged Off,D,15000, 36 months,RENT,50000,20.57,0,1,8
36410331,Charged Off,E,10575, 36 months,RENT,45000,15.01,0,0,35
36420388,Charged Off,D,12000, 60 months,OWN,53000,35.959999,1,0,31
36320407,Charged Off,D,35000, 36 months,RENT,148000,21.309999,0,0,25
34722959,Charged Off,A,20000, 36 months,RENT,90000,18.52,0,0,26
36430267,Charged Off,E,18000, 60 months,MORTGAGE,92000,19.620001,0,0,31
36400283,Charged Off,D,20000, 36 months,RENT,44500,11.06,0,4,14
36410342,Charged Off,B,15000, 60 months,RENT,65000,12.39,0,0,34
36310317,Charged Off,B,14000, 36 months,RENT,108012,29.200001,1,0,37
35873950,Charged Off,D,11625, 36 months,RENT,36000,16.200001,0,2,13
36250362,Charged Off,E,15000, 60 months,RENT,62000,28.200001,0,0,31
36200416,Charged Off,F,25000, 60 months,RENT,63700,29.92,0,2,64
36290287,Charged Off,C,10000, 36 months,RENT,60000,12.1,0,1,10
36340384,Charged Off,E,30000, 36 months,MORTGAGE,288000,6.4699998,0,1,26
34583374,Charged Off,B,14000, 60 months,RENT,74796,12.16,0,2,29
36250382,Charged Off,E,6050, 36 months,RENT,19000,39.990002,0,0,7
36019552,Charged Off,E,30000, 60 months,MORTGAGE,105000,17.120001,0,1,32
36230327,Charged Off,E,10000, 60 months,RENT,97000,36.189999,0,0,26
36310350,Charged Off,B,25000, 60 months,RENT,185000,11.05,1,0,30
36270362,Charged Off,C,10000, 36 months,RENT,45000,17.360001,1,0,10
36430356,Charged Off,F,25000, 60 months,RENT,85000,23.34,0,0,26
36350302,Charged Off,E,24000, 60 months,RENT,75000,31.23,0,1,37
36300368,Charged Off,B,12000, 36 months,RENT,64000,17.360001,0,0,23
36310346,Charged Off,A,7500, 36 months,MORTGAGE,39000,17.42,0,2,10
36370314,Charged Off,B,10000, 36 months,MORTGAGE,40000,30.84,0,0,15
36230274,Charged Off,A,28000, 36 months,RENT,139000,8.5299997,0,0,16
36360291,Charged Off,C,10000, 36 months,RENT,25000,9.8400002,0,2,13
36390286,Charged Off,D,35000, 36 months,MORTGAGE,110000,6.0500002,0,0,15
36098141,Charged Off,C,35000, 60 months,MORTGAGE,159000,10.27,0,0,67
36390300,Charged Off,B,8000, 36 months,MORTGAGE,125000,4.8000002,0,0,40
36400248,Charged Off,D,3000, 36 months,MORTGAGE,32000,26.969999,0,0,19
36360294,Charged Off,C,20000, 36 months,MORTGAGE,100000,18.860001,0,0,33
36320275,Charged Off,F,15750, 60 months,MORTGAGE,90000,11.22,0,1,22
35034272,Charged Off,C,16800, 60 months,MORTGAGE,75000,11.65,4,1,34
36290238,Charged Off,D,16000, 60 months,RENT,58000,31.41,1,0,22
36260325,Charged Off,E,16200, 60 months,MORTGAGE,43000,34.689999,0,0,40
36290234,Charged Off,C,11200, 36 months,RENT,86000,14.64,4,1,13
36059420,Charged Off,C,20400, 36 months,OWN,70000,22.24,0,0,14
36059619,Charged Off,E,14350, 60 months,MORTGAGE,48000,17.280001,1,3,24
36230262,Charged Off,B,28000, 60 months,MORTGAGE,110000,19.559999,0,2,26
36330262,Charged Off,C,10000, 36 months,MORTGAGE,81000,36.400002,0,0,22
35958295,Charged Off,B,8500, 36 months,RENT,96000,7.8899999,0,0,16
36300266,Charged Off,F,22375, 60 months,RENT,70000,20.950001,0,1,36
35989865,Charged Off,C,6600, 36 months,OWN,60300,19.48,2,0,51
25196597,Charged Off,E,11600, 60 months,OWN,72500,20.84,0,3,51
36390217,Charged Off,D,15000, 60 months,RENT,74000,24.049999,1,2,37
36069458,Charged Off,E,25600, 60 months,MORTGAGE,55000,30.549999,0,2,28
36270192,Charged Off,C,15000, 36 months,MORTGAGE,150000,7.1300001,0,0,18
36270189,Charged Off,B,7200, 36 months,MORTGAGE,80000,10.59,0,0,5
33141214,Charged Off,C,12000, 36 months,MORTGAGE,62400,24.48,0,0,21
36350177,Charged Off,E,7475, 36 months,RENT,25000,15.79,0,0,16
35949643,Charged Off,C,8000, 36 months,RENT,42000,18.26,0,0,4
24035793,Charged Off,D,9750, 36 months,RENT,47000,30.309999,0,1,24
36440170,Charged Off,A,25000, 36 months,RENT,100000,6.8899999,3,0,14
36210240,Charged Off,D,30000, 36 months,OWN,94000,19.92,0,0,11
36200194,Charged Off,B,20000, 36 months,MORTGAGE,120000,24.65,0,1,56
36380194,Charged Off,C,35000, 60 months,RENT,200000,16.709999,0,0,27
35939812,Charged Off,D,35000, 60 months,MORTGAGE,105000,26.709999,1,1,38
36420160,Charged Off,E,16700, 60 months,MORTGAGE,90000,8.8100004,1,0,18
36260169,Charged Off,D,10625, 36 months,OWN,55000,4.3899999,1,2,14
36270185,Charged Off,B,18000, 36 months,MORTGAGE,75000,13.5,0,0,24
35958450,Charged Off,D,24000, 60 months,RENT,70000,27.549999,0,0,39
36159240,Charged Off,D,20100, 36 months,RENT,80000,17.940001,0,1,35
36139776,Charged Off,D,17500, 60 months,MORTGAGE,40000,34.049999,0,0,15
36230212,Charged Off,C,20300, 60 months,MORTGAGE,50000,37.470001,0,0,30
36240219,Charged Off,C,18075, 36 months,RENT,150000,12.77,0,0,30
36350210,Charged Off,D,9000, 36 months,MORTGAGE,30000,22.559999,0,0,38
35949856,Charged Off,C,5000, 36 months,RENT,47000,28.01,0,1,27
35103720,Charged Off,C,5200, 36 months,MORTGAGE,65000,35.93,0,2,30
35989974,Charged Off,C,35000, 36 months,MORTGAGE,84000,32.830002,0,1,33
34513603,Charged Off,D,11625, 60 months,MORTGAGE,35000,33.540001,0,0,26
35989624,Charged Off,B,6000, 36 months,RENT,61000,28.120001,0,1,25
35939848,Charged Off,C,6000, 36 months,RENT,60000,7.1399999,0,0,17
36149862,Charged Off,C,14000, 60 months,MORTGAGE,36000,17.469999,0,1,28
36078909,Charged Off,C,20600, 60 months,MORTGAGE,43000,27.32,0,0,25
36149524,Charged Off,C,16400, 36 months,MORTGAGE,72000,27.780001,1,2,30
36200170,Charged Off,D,16000, 60 months,MORTGAGE,57000,20.129999,1,2,26
35989981,Charged Off,B,26000, 36 months,MORTGAGE,72000,25,0,2,42
36420113,Charged Off,C,9225, 36 months,MORTGAGE,35000,32.779999,0,0,38
36119815,Charged Off,E,14975, 60 months,OWN,62000,30.370001,0,0,22
36049526,Charged Off,C,8000, 36 months,RENT,50000,19.370001,0,1,12
36059591,Charged Off,A,14400, 36 months,RENT,50000,8.6700001,0,1,29
35999678,Charged Off,D,17950, 60 months,RENT,45000,14.24,0,1,22
35969807,Charged Off,B,25000, 60 months,RENT,94550,19.370001,0,0,31
35693656,Charged Off,C,15000, 60 months,MORTGAGE,50000,24.870001,0,2,42
36099806,Charged Off,A,9600, 36 months,MORTGAGE,108000,9.3599997,0,0,23
36149797,Charged Off,E,35000, 60 months,RENT,210000,7.1999998,0,1,22
35959753,Charged Off,E,21225, 60 months,MORTGAGE,55000,29.15,0,0,39
34483231,Charged Off,E,2850, 36 months,MORTGAGE,9750,6.6500001,2,3,17
35998357,Charged Off,C,8000, 36 months,MORTGAGE,264000,2.9300001,0,0,19
36128138,Charged Off,A,7000, 36 months,RENT,85000,22.379999,2,0,44
35959767,Charged Off,C,16000, 36 months,RENT,46996,21.68,0,1,15
36129706,Charged Off,F,30000, 60 months,RENT,95000,18.33,0,2,42
35999664,Charged Off,B,11000, 36 months,MORTGAGE,25000,15.55,0,0,27
36069691,Charged Off,F,10000, 60 months,RENT,38000,17.940001,1,0,32
36009824,Charged Off,D,12000, 60 months,OWN,38000,21.48,0,0,10
36009850,Charged Off,D,35000, 60 months,MORTGAGE,122000,16.57,0,0,13
36069735,Charged Off,C,12000, 60 months,MORTGAGE,90000,27.4,0,1,59
35893804,Charged Off,D,21050, 60 months,MORTGAGE,53000,22.76,1,1,24
35853562,Charged Off,B,13000, 36 months,RENT,52000,15.83,0,2,19
35958924,Charged Off,D,7225, 36 months,RENT,106000,10.91,0,2,39
36179708,Charged Off,C,20000, 36 months,MORTGAGE,100000,17.75,0,1,17
36159251,Charged Off,D,15500, 60 months,MORTGAGE,50000,22.32,0,1,29
35853780,Charged Off,E,20000, 60 months,MORTGAGE,99500,19.33,0,2,25
36159841,Charged Off,A,8000, 36 months,MORTGAGE,71000,30.1,0,0,30
35979762,Charged Off,D,14475, 60 months,MORTGAGE,63574,35.080002,0,0,36
35959662,Charged Off,B,6000, 36 months,OWN,100000,28.200001,0,0,24
35034424,Charged Off,C,7500, 36 months,RENT,58000,37.91,0,0,25
36149068,Charged Off,D,24825, 60 months,OWN,54000,37.419998,0,0,25
36138997,Charged Off,D,25000, 60 months,OWN,70000,25.049999,0,0,27
36029722,Charged Off,E,35000, 60 months,RENT,82250,29.690001,0,0,55
35863905,Charged Off,F,1150, 36 months,RENT,75000,14.94,0,2,10
36179637,Charged Off,F,35000, 60 months,MORTGAGE,180000,24.91,2,2,46
36039790,Charged Off,C,5000, 36 months,MORTGAGE,130000,9.2299995,0,1,40
34693269,Charged Off,E,27200, 36 months,RENT,65000,19.200001,0,0,16
36039615,Charged Off,A,28000, 36 months,MORTGAGE,144000,3.6700001,0,0,24
36119172,Charged Off,E,10150, 60 months,MORTGAGE,36000,33.810001,0,2,34
36159768,Charged Off,C,9850, 36 months,MORTGAGE,110000,20.280001,2,0,23
34303042,Charged Off,C,23050, 60 months,RENT,55000,32.32,0,0,27
35959703,Charged Off,C,8000, 36 months,RENT,120000,11.26,0,2,46
34433184,Charged Off,F,12000, 60 months,RENT,30000,23.719999,0,3,11
36069644,Charged Off,B,22200, 60 months,MORTGAGE,88000,24.639999,0,0,29
36049686,Charged Off,D,16000, 60 months,MORTGAGE,50000,34.540001,0,0,48
35949699,Charged Off,E,16650, 60 months,MORTGAGE,58000,22.57,1,0,47
36099761,Charged Off,C,12000, 60 months,RENT,38000,29.299999,0,0,14
36099771,Charged Off,G,27450, 60 months,MORTGAGE,55000,20.91,0,2,15
35969709,Charged Off,D,7000, 36 months,MORTGAGE,76000,10.86,0,0,23
36049618,Charged Off,C,15000, 36 months,MORTGAGE,95000,10.2,0,3,46
36139290,Charged Off,E,20000, 60 months,MORTGAGE,67600,13.44,0,2,16
36099638,Charged Off,C,16000, 60 months,MORTGAGE,48000,23.08,0,0,30
35969654,Charged Off,D,11625, 60 months,OWN,32500,28.139999,0,0,25
35939666,Charged Off,B,20000, 36 months,RENT,115000,2.1400001,1,0,41
36029698,Charged Off,C,25000, 60 months,RENT,95000,12.14,0,0,28
36059585,Charged Off,C,5000, 36 months,RENT,36000,19.4,0,1,28
34323867,Charged Off,C,19350, 60 months,RENT,60000,22.58,1,2,20
35989777,Charged Off,C,17000, 36 months,RENT,42800,29.559999,0,0,33
36169646,Charged Off,D,4000, 36 months,MORTGAGE,70000,18.459999,0,1,29
35939108,Charged Off,B,5000, 36 months,RENT,30000,10.84,0,1,22
36039683,Charged Off,E,35000, 60 months,MORTGAGE,80000,10.34,0,0,22
36169608,Charged Off,B,10000, 36 months,RENT,72452,17.129999,0,1,33
36169637,Charged Off,D,15775, 36 months,RENT,45000,20.67,0,0,24
36128886,Charged Off,D,8125, 36 months,OWN,40000,20.639999,1,1,11
36149650,Charged Off,B,8425, 36 months,RENT,43000,27.799999,0,0,30
34352741,Charged Off,C,27200, 36 months,MORTGAGE,129000,22.68,0,0,49
36169481,Charged Off,E,11100, 36 months,RENT,37000,26.76,1,0,27
35939454,Charged Off,C,21600, 60 months,RENT,67000,11.86,0,0,28
36089515,Charged Off,B,11625, 36 months,MORTGAGE,36000,32.700001,0,0,34
35939589,Charged Off,C,24000, 36 months,MORTGAGE,80000,21.27,0,0,37
35979596,Charged Off,E,14400, 60 months,RENT,75000,13.46,0,0,38
36059479,Charged Off,C,21075, 60 months,RENT,60000,29.059999,0,0,32
36119060,Charged Off,G,10000, 36 months,RENT,30000,18.68,1,0,11
34683528,Charged Off,B,35000, 36 months,MORTGAGE,96000,25.43,2,1,57
36179496,Charged Off,D,18000, 60 months,MORTGAGE,68000,23.51,1,0,23
35873570,Charged Off,C,21600, 60 months,MORTGAGE,72000,32.299999,0,0,32
35959555,Charged Off,B,16000, 60 months,RENT,90550,21.969999,0,0,32
36049591,Charged Off,C,20000, 60 months,OWN,60000,15.24,0,0,33
35979558,Charged Off,C,10000, 60 months,MORTGAGE,41000,16.950001,0,1,17
35999451,Charged Off,C,10500, 60 months,RENT,40000,34.139999,2,1,26
36069493,Charged Off,B,12000, 36 months,MORTGAGE,39500,25.07,0,0,21
35949511,Charged Off,C,22000, 60 months,MORTGAGE,73000,28.459999,0,0,36
36159570,Charged Off,C,22950, 60 months,RENT,50000,32.91,0,1,38
36159575,Charged Off,B,30000, 60 months,MORTGAGE,110000,31.17,0,1,53
35773479,Charged Off,D,10000, 60 months,MORTGAGE,80000,24.6,0,1,56
35979529,Charged Off,D,1875, 36 months,RENT,36000,22.07,0,1,12
34332989,Charged Off,B,6000, 36 months,RENT,40000,11.28,2,0,28
35969545,Charged Off,C,5000, 36 months,RENT,45000,14.37,0,0,22
35968153,Charged Off,E,21000, 60 months,MORTGAGE,44100,23.4,2,0,30
36069457,Charged Off,C,10000, 36 months,MORTGAGE,63500,20.940001,0,0,17
35989675,Charged Off,C,8000, 36 months,OWN,51000,33.389999,0,0,42
36099558,Charged Off,E,24250, 60 months,OWN,55269.121,36.48,0,1,31
35939547,Charged Off,C,6500, 36 months,RENT,31000,21.290001,0,0,25
36159533,Charged Off,D,25000, 60 months,OWN,80000,11.97,2,1,32
36149103,Charged Off,E,32000, 60 months,MORTGAGE,105000,25.67,2,1,38
36119457,Charged Off,D,34875, 60 months,RENT,74734,36.099998,0,0,36
36109501,Charged Off,C,15000, 36 months,RENT,50000,35.02,0,1,18
35783351,Charged Off,D,20000, 60 months,MORTGAGE,100000,23.540001,0,0,36
36169480,Charged Off,C,20000, 60 months,OWN,75000,13.17,0,0,29
35949466,Charged Off,E,16525, 60 months,RENT,72799,20.23,0,0,35
36059231,Charged Off,D,15000, 60 months,MORTGAGE,75000,29.07,0,2,16
36079535,Charged Off,D,25000, 60 months,RENT,62000,29.379999,0,0,27
36079495,Charged Off,D,12000, 60 months,MORTGAGE,108750,14.72,0,0,29
35999351,Charged Off,C,35000, 60 months,RENT,155000,20.719999,0,1,29
36059389,Charged Off,C,3000, 36 months,MORTGAGE,67000,23.280001,0,0,24
36169410,Charged Off,E,12000, 60 months,MORTGAGE,40000,22.35,0,1,15
36099480,Charged Off,B,7900, 36 months,RENT,33280,7.3899999,0,1,6
36079371,Charged Off,E,10000, 60 months,RENT,59000,7.4200001,0,3,29
35979446,Charged Off,G,35000, 60 months,MORTGAGE,120000,18.91,0,3,26
32389509,Charged Off,C,24000, 60 months,RENT,82000,10.26,1,0,18
36039545,Charged Off,B,15775, 36 months,RENT,36000,28.99,1,0,15
35939471,Charged Off,E,18000, 60 months,MORTGAGE,65000,12.02,0,0,20
36148276,Charged Off,C,8000, 36 months,RENT,48600,17.18,0,3,31
685761,Charged Off,C,19200, 60 months,MORTGAGE,72000,30.629999,0,0,22
36109055,Charged Off,C,30000, 60 months,MORTGAGE,60000,21.700001,0,0,31
36119410,Charged Off,C,10400, 60 months,OWN,30000,10.81,0,1,12
36009495,Charged Off,C,10200, 36 months,RENT,73000,36.07,1,0,23
35939458,Charged Off,C,6675, 36 months,OWN,19200,34.939999,2,0,10
35216491,Charged Off,B,5600, 36 months,RENT,67000,7.8299999,0,0,9
36019455,Charged Off,F,10350, 60 months,MORTGAGE,34000,27.99,0,0,15
36049444,Charged Off,C,8400, 36 months,MORTGAGE,43000,12.2,0,1,19
36089386,Charged Off,D,25000, 60 months,MORTGAGE,62000,26.67,0,0,31
35653470,Charged Off,D,10625, 36 months,RENT,31500,24.799999,0,1,23
35663895,Charged Off,C,20000, 60 months,MORTGAGE,85000,8.96,0,0,17
36069206,Charged Off,F,11250, 60 months,RENT,44000,29.02,0,0,26
35989518,Charged Off,D,9600, 36 months,RENT,73000,14.42,0,2,53
34302053,Charged Off,D,6025, 36 months,RENT,16500,6.25,0,1,17
35988542,Charged Off,C,11850, 36 months,RENT,35000,19.379999,0,0,10
35959335,Charged Off,A,3000, 36 months,MORTGAGE,27000,27.6,1,0,20
36179330,Charged Off,C,5000, 36 months,RENT,40000,29.58,2,2,22
36049398,Charged Off,E,15550, 60 months,OWN,80000,7.8499999,1,4,33
35968759,Charged Off,D,14825, 60 months,OWN,31000,27.139999,1,0,29
36099327,Charged Off,C,10000, 60 months,MORTGAGE,52000,19.48,1,0,26
36119360,Charged Off,D,13475, 36 months,OWN,45000,19.08,1,2,29
35003773,Charged Off,C,14000, 60 months,RENT,38937,9.6800003,0,1,37
35917676,Charged Off,D,11475, 60 months,OWN,27392,18.049999,0,1,34
36129294,Charged Off,C,12000, 36 months,MORTGAGE,60000,22.110001,0,3,40
35853475,Charged Off,C,35000, 60 months,MORTGAGE,110000,23.26,1,0,39
36009404,Charged Off,G,11250, 60 months,RENT,37500,18.889999,1,1,31
36049308,Charged Off,D,12000, 60 months,OWN,48000,18.280001,0,0,20
36039443,Charged Off,C,4800, 36 months,MORTGAGE,42000,12.4,0,1,12
36019341,Charged Off,C,20425, 60 months,RENT,55000,24.9,2,0,26
36178633,Charged Off,E,14050, 60 months,MORTGAGE,43680,29.950001,0,0,28
35999173,Charged Off,C,5000, 36 months,RENT,45000,17.280001,1,0,24
35916455,Charged Off,C,9875, 36 months,MORTGAGE,26000,21.51,0,0,25
36049313,Charged Off,C,25000, 60 months,RENT,128000,16.790001,0,1,45
36179266,Charged Off,D,29175, 60 months,MORTGAGE,101000,34.950001,1,1,49
36169301,Charged Off,D,3200, 36 months,MORTGAGE,30000,34.119999,1,0,15
36129288,Charged Off,D,25425, 60 months,MORTGAGE,51000,17.18,0,0,25
35969360,Charged Off,C,20000, 36 months,RENT,78000,25,2,0,36
36099326,Charged Off,D,15000, 60 months,RENT,56000,32.599998,6,0,32
34413093,Charged Off,D,28775, 60 months,MORTGAGE,60000,5.7800002,0,0,15
36029405,Charged Off,E,10850, 60 months,OWN,28000,39.389999,2,1,31
35959310,Charged Off,C,3000, 36 months,OWN,50000,11.55,0,0,12
34903958,Charged Off,E,10125, 36 months,RENT,73000,32.290001,0,2,33
36089178,Charged Off,F,19200, 60 months,RENT,60000,19.309999,0,3,53
36119249,Charged Off,D,10000, 60 months,RENT,28000,18.73,0,0,39
36059226,Charged Off,D,28700, 60 months,MORTGAGE,76000,27.639999,0,0,26
35999160,Charged Off,E,35000, 60 months,MORTGAGE,135000,20.290001,3,1,35
36049297,Charged Off,F,22125, 36 months,OWN,165000,6.5799999,0,0,9
36069225,Charged Off,E,10000, 60 months,MORTGAGE,60000,25.68,0,2,29
36019297,Charged Off,F,13500, 60 months,RENT,50000,27.15,0,0,13
36169262,Charged Off,D,10000, 36 months,RENT,44000,19.610001,1,0,11
36149183,Charged Off,D,2500, 36 months,RENT,80000,19.35,0,1,39
36049272,Charged Off,C,18000, 60 months,MORTGAGE,98000,21.15,0,2,39
36129222,Charged Off,F,35000, 60 months,MORTGAGE,153000,12.89,2,0,50
36039407,Charged Off,E,15225, 36 months,RENT,39000,17.290001,0,0,11
36049256,Charged Off,E,7700, 36 months,MORTGAGE,22000,24.549999,0,0,15
36019289,Charged Off,B,8800, 36 months,RENT,50000,25.209999,0,0,19
36149301,Charged Off,D,16900, 36 months,MORTGAGE,47000,18.280001,0,0,14
36099254,Charged Off,C,2200, 36 months,RENT,19000,7.9000001,0,0,5
36089233,Charged Off,B,15000, 60 months,MORTGAGE,56680,24.860001,0,0,18
36149276,Charged Off,E,16000, 60 months,RENT,100000,17.58,0,3,59
35317392,Charged Off,C,28000, 60 months,OWN,135000,9.3400002,0,1,32
36139222,Charged Off,B,30000, 36 months,OWN,120000,20.110001,0,1,41
36169188,Charged Off,E,31525, 60 months,RENT,79000,26.620001,1,2,25
35939194,Charged Off,C,12000, 60 months,RENT,60000,30.940001,0,0,20
35969198,Charged Off,D,12800, 60 months,RENT,42000,10.74,0,0,26
35969222,Charged Off,C,25000, 36 months,MORTGAGE,65000,26.549999,1,1,39
35959168,Charged Off,C,12000, 36 months,MORTGAGE,43400,17.450001,0,2,31
36028995,Charged Off,D,23900, 36 months,MORTGAGE,75000,23.379999,2,2,25
36099215,Charged Off,E,12000, 60 months,RENT,40000,20.82,0,0,13
35979260,Charged Off,C,14000, 36 months,OWN,70000,19.01,2,3,36
36179127,Charged Off,C,20000, 60 months,RENT,56000,19.219999,0,0,19
34414085,Charged Off,E,35000, 60 months,MORTGAGE,100000,22.209999,0,3,22
35988979,Charged Off,C,11200, 36 months,MORTGAGE,44000,21.82,0,0,17
36119106,Charged Off,D,16000, 60 months,RENT,75000,20.27,1,0,28
36088332,Charged Off,C,35000, 60 months,RENT,70000,25.25,0,0,22
35723866,Charged Off,C,22000, 36 months,MORTGAGE,50000,35.830002,1,0,38
36179102,Charged Off,E,35000, 60 months,MORTGAGE,85000,32.290001,0,0,36
36169134,Charged Off,C,3000, 36 months,RENT,24000,14.1,0,0,20
